# code,annotations_organism,cog_taxid,no rank,superkingdom,phylum,class,order,family,genus,species,taxid,clade,strain,subspecies,species group,subphylum,suborder,subclass,isolate,subfamily,forma specialis,serotype,serogroup,tribe
Miclut,Micrococcus luteus NCTC 2665,465515,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,465515,Terrabacteria group,Micrococcus luteus NCTC 2665,,,,,,,,,,,
Micpcc,Microcoleus sp. PCC 7113,1173027,unclassified Microcoleus,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. PCC 7113,1173027,Cyanobacteria/Melainabacteria group,,,,,,Oscillatoriophycideae,,,,,,
Micpho,Microlunatus phosphovorus NM-1,1032480,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,1032480,Terrabacteria group,Microlunatus phosphovorus NM-1,,,,,,,,,,,
Mictes,Microbacterium testaceum StLB037,979556,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium testaceum,979556,Terrabacteria group,Microbacterium testaceum StLB037,,,,,,,,,,,
Midmit,Candidatus Midichloria mitochondrii IricVA,696127,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria,Candidatus Midichloria mitochondrii,696127,,Candidatus Midichloria mitochondrii IricVA,,,,,,,,,,,
Mobcur,Mobiluncus curtisii ATCC 43063,548479,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii,548479,Terrabacteria group,Mobiluncus curtisii ATCC 43063,,,,,,,,,,,
Modmar,Modestobacter marinus,477641,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter marinus,477641,Terrabacteria group,,,,,,,,,,,,
Moothe,Moorella thermoacetica ATCC 39073,264732,Moorella group,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,Moorella thermoacetica,264732,Terrabacteria group,Moorella thermoacetica ATCC 39073,,,,,,,,,,,
Morcat,Moraxella catarrhalis BBH18,749219,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,749219,,Moraxella catarrhalis RH4,,,,,,,,,,,
Morend,Candidatus Moranella endobia PCVAL,1234603,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Moranella,Candidatus Moranella endobia,1234603,,Candidatus Moranella endobia PCVAL,,,,,,,,,,,
Mormor,Morganella morganii subsp. morganii KT,1124991,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,1124991,,Morganella morganii subsp. morganii KT,Morganella morganii subsp. morganii,,,,,,,,,,
Murrue,Muricauda ruestringensis DSM 13258,886377,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis,886377,Bacteroidetes/Chlorobi group,Muricauda ruestringensis DSM 13258,,,,,,,,,,,
Mycgen,Mycoplasma genitalium G37,243273,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma genitalium,243273,Terrabacteria group,Mycoplasma genitalium G37,,,,,,,,,,,
Myclep,Mycobacterium leprae TN,272631,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium leprae,272631,Terrabacteria group,Mycobacterium leprae TN,,,,,,,,,,,
Mycpne,Mycoplasma pneumoniae M129,272634,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,272634,Terrabacteria group,Mycoplasma pneumoniae M129,,,,,,,,,,,
Myctub,Mycobacterium tuberculosis H37Rv,83332,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,83332,Terrabacteria group,Mycobacterium tuberculosis H37Rv,,Mycobacterium tuberculosis complex,,,,,,,,,
Myxxan,Myxococcus xanthus DK 1622,246197,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,246197,,Myxococcus xanthus DK 1622,,,delta/epsilon subdivisions,Cystobacterineae,,,,,,,
Nakmul,Nakamurella multipartita DSM 44233,479431,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella multipartita,479431,Terrabacteria group,Nakamurella multipartita DSM 44233,,,,,,,,,,,
Nanequ,Nanoarchaeum equitans Kin4-M,228908,cellular organisms,Archaea,Nanoarchaeota,,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum equitans,228908,DPANN group,Nanoarchaeum equitans Kin4-M,,,,,,,,,,,
Nasdel,Candidatus Nasuia deltocephalinicola str. NAS-ALF,1343077,Betaproteobacteria incertae sedis,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Nasuia,Candidatus Nasuia deltocephalinicola,1343077,,Candidatus Nasuia deltocephalinicola str. NAS-ALF,,,,,,,,,,,
Natgre,Natronobacterium gregoryi SP2,797304,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,797304,Stenosarchaea group,Natronobacterium gregoryi SP2,,,,,,,,,,,
Natj7_,Natrinema sp. J7-2,406552,unclassified Natrinema,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema sp. J7-2,406552,Stenosarchaea group,,,,,,,,,,,,
Natmag,Natrialba magadii ATCC 43099,547559,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,Natrialba magadii,547559,Stenosarchaea group,Natrialba magadii ATCC 43099,,,,,,,,,,,
Natocc,Natronococcus occultus SP4,694430,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus occultus,694430,Stenosarchaea group,Natronococcus occultus SP4,,,,,,,,,,,
Natpha,Natronomonas pharaonis DSM 2160,348780,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,348780,Stenosarchaea group,Natronomonas pharaonis DSM 2160,,,,,,,,,,,
Natthe,Natranaerobius thermophilus JW/NM-WN-LF,457570,cellular organisms,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,Natranaerobius thermophilus,457570,Terrabacteria group,Natranaerobius thermophilus JW/NM-WN-LF,,,,,,,,,,,
Naupro,Nautilia profundicola AmH,598659,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia profundicola,598659,,Nautilia profundicola AmH,,,delta/epsilon subdivisions,,,,,,,,
Neimen,Neisseria meningitidis MC58,122586,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,122586,,Neisseria meningitidis MC58,,,,,,,,,,Neisseria meningitidis serogroup B,
Neosen,Neorickettsia sennetsu str. Miyayama,222891,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia sennetsu,222891,,Neorickettsia sennetsu str. Miyayama,,,,,,,,,,,
Niakor,Niastella koreensis GR20-10,700598,cellular organisms,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis,700598,Bacteroidetes/Chlorobi group,Niastella koreensis GR20-10,,,,,,,,,,,
Nitdef,Nitrospira defluvii,330214,cellular organisms,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira defluvii,330214,,,,,,,,,,,,,
Nitgar,Candidatus Nitrososphaera gargensis Ga9.2,1237085,cellular organisms,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis,1237085,TACK group,,,,,,,Candidatus Nitrososphaera gargensis Ga9.2,,,,,
Nithal,Nitrosococcus halophilus Nc 4,472759,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus halophilus,472759,,Nitrosococcus halophilus Nc 4,,,,,,,,,,,
Nitham,Nitrobacter hamburgensis X14,323097,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter hamburgensis,323097,,Nitrobacter hamburgensis X14,,,,,,,,,,,
Nitis7,Nitrosomonas sp. Is79A3,261292,unclassified Nitrosomonas,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. Is79A3,261292,,,,,,,,,,,,,
Nitkor,Candidatus Nitrosopumilus koreensis AR1,1229908,cellular organisms,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus koreensis,1229908,TACK group,Candidatus Nitrosopumilus koreensis AR1,,,,,,,,,,,
Nitmul,Nitrosospira multiformis ATCC 25196,323848,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis,323848,,Nitrosospira multiformis ATCC 25196,,,,,,,,,,,
Nitsal,Nitratifractor salsuginis DSM 16511,749222,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,Nitratifractor salsuginis,749222,,Nitratifractor salsuginis DSM 16511,,,delta/epsilon subdivisions,,,,,,,,
Nitsb1,Nitratiruptor sp. SB155-2,387092,unclassified Nitratiruptor,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae,Nitratiruptor,Nitratiruptor sp. SB155-2,387092,,,,,delta/epsilon subdivisions,,,,,,,,
Nocalb,Nocardiopsis alba ATCC BAA-2165,1205910,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis alba,1205910,Terrabacteria group,Nocardiopsis alba ATCC BAA-2165,,,,,,,,,,,
Nocbra,Nocardia brasiliensis ATCC 700358,1133849,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis,1133849,Terrabacteria group,Nocardia brasiliensis ATCC 700358,,,,,,,,,,,
Nocjs6,Nocardioides sp. JS614,196162,unclassified Nocardioides,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614,196162,Terrabacteria group,,,,,,,,,,,,
Nos712,Nostoc sp. PCC 7120,103690,unclassified Nostoc,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120 = FACHB-418,103690,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,
Nospun,Nostoc punctiforme PCC 73102,63737,cellular organisms,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme,63737,Cyanobacteria/Melainabacteria group,Nostoc punctiforme PCC 73102,,,,,,,,,,,
Novpp1,Novosphingobium sp. PP1Y,702113,unclassified Novosphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. PP1Y,702113,,,,,,,,,,,,,
Ocegk1,Oceanimonas sp. GK1,511062,unclassified Oceanimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas sp. GK1,511062,,,,,,,,,,,,,
Oceihe,Oceanobacillus iheyensis HTE831,221109,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus iheyensis,221109,Terrabacteria group,Oceanobacillus iheyensis HTE831,,,,,,,,,,,
Ocepro,Oceanithermus profundus DSM 14977,670487,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,670487,Terrabacteria group,Oceanithermus profundus DSM 14977,,,,,,,,,,,
Ochant,Ochrobactrum anthropi ATCC 49188,439375,Brucella/Ochrobactrum group,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,439375,,Ochrobactrum anthropi ATCC 49188,,,,,,,,,,,
Octarc,Octadecabacter arcticus 238,391616,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter arcticus,391616,,Octadecabacter arcticus 238,,,,,,,,,,,
Odospl,Odoribacter splanchnicus DSM 20712,709991,cellular organisms,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,709991,Bacteroidetes/Chlorobi group,Odoribacter splanchnicus DSM 20712,,,,,,,,,,,
Oenoen,Oenococcus oeni PSU-1,203123,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,203123,Terrabacteria group,Oenococcus oeni PSU-1,,,,,,,,,,,
Olicar,Oligotropha carboxidovorans OM5,504832,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Afipia,Afipia carboxidovorans,504832,,Afipia carboxidovorans OM5,,,,,,,,,,,
Olsuli,Olsenella uli DSM 7084,633147,cellular organisms,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella uli,633147,Terrabacteria group,Olsenella uli DSM 7084,,,,,,,,,,,
Oniyel,Onion yellows phytoplasma OY-M,262768,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Onion yellows phytoplasma,262768,Terrabacteria group,Onion yellows phytoplasma OY-M,,Candidatus Phytoplasma asteris,,,,,,,,,
Opiter,Opitutus terrae PB90-1,452637,cellular organisms,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,452637,PVC group,Opitutus terrae PB90-1,,,,,,,,,,,
Oritsu,Orientia tsutsugamushi str. Ikeda,334380,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,334380,,Orientia tsutsugamushi str. Ikeda,,,,,,,,,,,Rickettsieae
Ornrhi,Ornithobacterium rhinotracheale DSM 15997,867902,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Ornithobacterium rhinotracheale,867902,Bacteroidetes/Chlorobi group,Ornithobacterium rhinotracheale DSM 15997,,,,,,,,,,,
Oscpcc,Oscillatoria nigro-viridis PCC 7112,179408,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria nigro-viridis,179408,Cyanobacteria/Melainabacteria group,Oscillatoria nigro-viridis PCC 7112,,,,,Oscillatoriophycideae,,,,,,
Oscval,Oscillibacter valericigenes Sjm18-20,693746,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes,693746,Terrabacteria group,Oscillibacter valericigenes Sjm18-20,,,,,,,,,,,
Owehon,Owenweeksia hongkongensis DSM 17368,926562,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Owenweeksia,Owenweeksia hongkongensis,926562,Bacteroidetes/Chlorobi group,Owenweeksia hongkongensis DSM 17368,,,,,,,,,,,
Paemuc,Paenibacillus mucilaginosus KNP414,1036673,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus,1036673,Terrabacteria group,Paenibacillus mucilaginosus KNP414,,,,,,,,,,,
Palpro,Paludibacter propionicigenes WB4,694427,cellular organisms,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,694427,Bacteroidetes/Chlorobi group,Paludibacter propionicigenes WB4,,,,,,,,,,,
Panat9,Pantoea sp. At-9b,592316,unclassified Pantoea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. At-9b,592316,,,,,,,,,,,,,
Panpno,Pandoraea pnomenusa 3kgm,1416914,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa,1416914,,Pandoraea pnomenusa 3kgm,,,,,,,,,,,
Paraca,Parachlamydia acanthamoebae UV-7,765952,cellular organisms,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,765952,PVC group,Parachlamydia acanthamoebae UV-7,,,,,,,,,,,
Parber,Parvularcula bermudensis HTCC2503,314260,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,314260,,Parvularcula bermudensis HTCC2503,,,,,,,,,,,
Parden,Paracoccus denitrificans PD1222,318586,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus denitrificans,318586,,Paracoccus denitrificans PD1222,,,,,,,,,,,
Pardis,Parabacteroides distasonis ATCC 8503,435591,cellular organisms,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,435591,Bacteroidetes/Chlorobi group,Parabacteroides distasonis ATCC 8503,,,,,,,,,,,
Parlav,Parvibaculum lavamentivorans DS-1,402881,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Parvibaculum,Parvibaculum lavamentivorans,402881,,Parvibaculum lavamentivorans DS-1,,,,,,,,,,,
Pasmul,Pasteurella multocida subsp. multocida str. Pm70,272843,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,272843,,Pasteurella multocida subsp. multocida str. Pm70,Pasteurella multocida subsp. multocida,,,,,,,,,,
Pecscc,Pectobacterium parmentieri,1166016,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium parmentieri,1166016,,,,,,,,,,,,,
Pedcla,Pediococcus claussenii ATCC BAA-344,701521,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus claussenii,701521,Terrabacteria group,Pediococcus claussenii ATCC BAA-344,,,,,,,,,,,
Pedhep,Pedobacter heparinus DSM 2366,485917,cellular organisms,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus,485917,Bacteroidetes/Chlorobi group,Pedobacter heparinus DSM 2366,,,,,,,,,,,
Pelhal,Pelagibacterium halotolerans B2,1082931,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Pelagibacterium,Pelagibacterium halotolerans,1082931,,Pelagibacterium halotolerans B2,,,,,,,,,,,
Pelimc,Candidatus Pelagibacter sp. IMCC9063,1002672,unclassified Candidatus Pelagibacter,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,1002672,,,,,,,,,,,,,
Pelpha,Pelodictyon phaeoclathratiforme BU-1,324925,Chlorobium/Pelodictyon group,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon phaeoclathratiforme,324925,Bacteroidetes/Chlorobi group,Pelodictyon phaeoclathratiforme BU-1,,,,,,,,,,,
Pelpro,Pelobacter propionicus DSM 2379,338966,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter propionicus,338966,,Pelobacter propionicus DSM 2379,,,delta/epsilon subdivisions,,,,,,,,
Pelthe,Pelotomaculum thermopropionicum SI,370438,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Pelotomaculum,Pelotomaculum thermopropionicum,370438,Terrabacteria group,Pelotomaculum thermopropionicum SI,,,,,,,,,,,
Perdok,Nonlabens dokdonensis DSW-6,592029,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens dokdonensis,592029,Bacteroidetes/Chlorobi group,Nonlabens dokdonensis DSW-6,,,,,,,,,,,
Permar,Persephonella marina EX-H1,123214,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina,123214,,Persephonella marina EX-H1,,,,,,,,,,,
Petmob,Petrotoga mobilis SJ95,403833,cellular organisms,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mobilis,403833,,Petrotoga mobilis SJ95,,,,,,,,,,,
Phagal,Phaeobacter gallaeciensis DSM 26640,1423144,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,1423144,,Phaeobacter gallaeciensis DSM 26640,,,,,,,,,,,
Phezuc,Phenylobacterium zucineum HLK1,450851,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium zucineum,450851,,Phenylobacterium zucineum HLK1,,,,,,,,,,,
Pholum,Photorhabdus laumondii subsp. laumondii TTO1,243265,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus laumondii,243265,,Photorhabdus laumondii subsp. laumondii TTO1,Photorhabdus laumondii subsp. laumondii,,,,,,,,,,
Phopro,Photobacterium profundum SS9,298386,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,298386,,Photobacterium profundum SS9,,,,,,,,,,,
Phyaus,Candidatus Phytoplasma australiense,59748,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma australiense,59748,Terrabacteria group,,,16SrXII (Stolbur group),,,,,,,,,
Phymik,Phycisphaera mikurensis NBRC 102666,1142394,cellular organisms,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera mikurensis,1142394,PVC group,Phycisphaera mikurensis NBRC 102666,,,,,,,,,,,
Pictor,Picrophilus torridus DSM 9790,263820,cellular organisms,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,Picrophilus torridus,263820,,Picrophilus torridus DSM 9790,,,,,,,,,,,
Pirsta,Pirellula staleyi DSM 6068,530564,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,530564,PVC group,Pirellula staleyi DSM 6068,,,,,,,,,,,
Plabra,Rubinisphaera brasiliensis DSM 5305,756272,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis,756272,PVC group,Rubinisphaera brasiliensis DSM 5305,,,,,,,,,,,
Plepcc,Pleurocapsa sp. PCC 7327,118163,cellular organisms,Bacteria,Cyanobacteria,,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor,118163,Cyanobacteria/Melainabacteria group,Pleurocapsa sp. PCC 7327,,,,,,,,,,,
Polgil,Polymorphum gilvum SL003B-26A1,991905,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Polymorphum,Polymorphum gilvum,991905,,Polymorphum gilvum SL003B-26A1,,,,,,,,,,,
Poljs6,Polaromonas sp. JS666,296591,unclassified Polaromonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. JS666,296591,,,,,,,,,,,,,
Polmed,Polaribacter sp. MED152,313598,unclassified Polaribacter,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. MED152,313598,Bacteroidetes/Chlorobi group,,,,,,,,,,,,
Polnec,Polynucleobacter asymbioticus QLW-P1DMWA-1,312153,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter asymbioticus,312153,,Polynucleobacter asymbioticus QLW-P1DMWA-1,,,,,,,,,,,
Porale,Candidatus Portiera aleyrodidarum BT-QVLC,1239881,Zymobacter group,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera,Candidatus Portiera aleyrodidarum,1239881,,Candidatus Portiera aleyrodidarum BT-QVLC,,,,,,,,,,,
Porgin,Porphyromonas gingivalis TDC60,1030843,cellular organisms,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,1030843,Bacteroidetes/Chlorobi group,Porphyromonas gingivalis TDC60,,,,,,,,,,,
Prerum,Prevotella ruminicola 23,264731,cellular organisms,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola,264731,Bacteroidetes/Chlorobi group,Prevotella ruminicola 23,,,,,,,,,,,
Proaci,Acidipropionibacterium acidipropionici ATCC 4875,1171373,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium acidipropionici,1171373,Terrabacteria group,Acidipropionibacterium acidipropionici ATCC 4875,,,,,,,,,,,
Proaes,Prosthecochloris aestuarii DSM 271,290512,cellular organisms,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii,290512,Bacteroidetes/Chlorobi group,Prosthecochloris aestuarii DSM 271,,,,,,,,,,,
Proamo,Candidatus Protochlamydia amoebophila UWE25,264201,cellular organisms,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia amoebophila,264201,PVC group,Candidatus Protochlamydia amoebophila UWE25,,,,,,,,,,,
Promar,Prochlorococcus marinus str. MIT 9303,59922,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,59922,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9303,,,,,,,,,,,
